national_number,version,description
0116,Black / White / Black 2 / White 2,"It makes its nest in the shade of corals. If it senses danger, it spits murky ink and flees."
0116,X,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.
0116,Y,"It makes its nest in the shade of corals. If it senses danger, it spits murky ink and flees."
0116,Omega Ruby,"Horsea eats small insects and moss off of rocks. If the ocean current turns fast, this Pokémon anchors itself by wrapping its tail around rocks or coral to prevent being washed away."
0116,Alpha Sapphire,"If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back."
0116,Let's Go Pikachu / Let's Go Eevee,"If it senses any danger, it will vigorously spray water or a special type of ink from its mouth."
0116,Sword,"Horsea makes its home in oceans with gentle currents. If this Pokémon is under attack, it spits out pitch-black ink and escapes."
0116,Shield,They swim with dance-like motions and cause whirlpools to form. Horsea compete to see which of them can generate the biggest whirlpool.
0116,Brilliant Diamond / Shining Pearl,"It makes its nest in the shade of corals. If it senses danger, it spits black ink and flees."
0117,Red / Blue,Capable of swimming backwards by rapidly flapping its wing-like pectoral fins and stout tail.
0117,Yellow,Touching the back fin causes numbness. It hooks its tail to coral to stay in place while sleeping.
0117,Gold,An examination of its cells revealed the presence of a gene not found in HORSEA. It became a hot topic.
0117,Silver,Its fin-tips leak poison. Its fins and bones are highly valued as ingredients in herbal medicine.
0117,Crystal,"The male raises the young. If it is approached, it uses its toxic spikes to fend off the intruder."
0117,Ruby,SEADRA sleeps after wriggling itself between the branches of coral. Those trying to harvest coral are occasionally stung by this POKéMON’s poison barbs if they fail to notice it.
0117,Sapphire,"SEADRA generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This POKéMON weakens prey with these currents, then swallows it whole."
0117,FireRed,Its body bristles with sharp spikes. Carelessly trying to touch it could cause fainting from the spikes.
0117,LeafGreen,It is capable of swimming backwards by rapidly flapping its winglike pectoral fins and stout tail.
0117,Emerald,The poisonous barbs all over its body are highly valued as ingredients for making traditional herbal medicine. It shows no mercy to anything approaching its nest.
0117,Diamond / Pearl / Platinum,Its spines provide protection. Its fins and bones are prized as traditional medicine ingredients.
0117,HeartGold,An examination of its cells revealed the presence of a gene not found in HORSEA. It became a hot topic.
0117,SoulSilver,Its fin-tips leak poison. Its fins and bones are highly valued as ingredients in herbal medicine.
0117,Black / White,Its spines provide protection. Its fins and bones are prized as traditional medicine ingredients.
0117,Black 2 / White 2,Its spines provide protection. Its fins and bones are prized as traditional-medicine ingredients.
0117,X,Its body bristles with sharp spikes. Carelessly trying to touch it could cause fainting from the spikes.
0117,Y,It is capable of swimming backwards by rapidly flapping its winglike pectoral fins and stout tail.
0117,Omega Ruby,Seadra sleeps after wriggling itself between the branches of coral. Those trying to harvest coral are occasionally stung by this Pokémon’s poison barbs if they fail to notice it.
0117,Alpha Sapphire,"Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole."
0117,Let's Go Pikachu / Let's Go Eevee,Touching the back fin causes numbness. It hooks its tail to coral to stay in place while sleeping.
0117,Sword,"It’s the males that raise the offspring. While Seadra are raising young, the spines on their backs secrete thicker and stronger poison."
0117,Shield,"Seadra’s mouth is slender, but its suction power is strong. In an instant, Seadra can suck in food that’s larger than the opening of its mouth."
0117,Brilliant Diamond / Shining Pearl,Its spines provide protection. Its fins and bones are prized as traditional medicine ingredients.
0118,Red / Blue,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen."
0118,Yellow,"When it is time for them to lay eggs, they can be seen swimming up rivers and falls in large groups."
0118,Gold,"Its dorsal, pectoral and tail fins wave elegantly in water. That is why it is known as the water dancer."
0118,Silver,"A strong swimmer, it is capable of swimming nonstop up fast streams at a steady speed of five knots."
0118,Crystal,"During spawning season, they swim gracefully in the water, searching for their perfect mate."
0118,Ruby,"GOLDEEN is a very beautiful POKéMON with fins that billow elegantly in water. However, don’t let your guard down around this POKéMON - it could ram you powerfully with its horn."
0118,Sapphire,"GOLDEEN loves swimming wild and free in rivers and ponds. If one of these POKéMON is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape."
0118,FireRed,Its dorsal and pectoral fins are strongly developed like muscles. It can swim at a speed of five knots.
0118,LeafGreen,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of “The Water Queen.”"
0118,Emerald,"In the springtime, schools of GOLDEEN can be seen swimming up falls and rivers. It metes out staggering damage with its single horn."
0118,Diamond,It swims elegantly by flittering its tail fin as if it were a dress. It has the look of a queen.
0118,Pearl,"It swims at a steady 5 knots. If it senses danger, it will strike back with its sharp horn."
0118,Platinum,"Though it appears very elegant when swimming with fins unfurled, it can jab powerfully with its horn."
0118,HeartGold,"Its dorsal, pectoral and tail fins wave elegantly in water. That is why it is known as the water dancer."
0118,SoulSilver,"A strong swimmer, it is capable of swimming nonstop up fast streams at a steady speed of five knots per hour."
0118,Black / White / Black 2 / White 2,"Though it appears very elegant when swimming with fins unfurled, it can jab powerfully with its horn."
0118,X,"It swims at a steady 5 knots. If it senses danger, it will strike back with its sharp horn."
0118,Y,"Its dorsal, pectoral, and tail fins wave elegantly in water. That is why it is known as the water dancer."
0118,Omega Ruby,"Goldeen is a very beautiful Pokémon with fins that billow elegantly in water. However, don’t let your guard down around this Pokémon—it could ram you powerfully with its horn."
0118,Alpha Sapphire,"Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape."
0118,Sun,"When the weather grows warm, they form groups and swim upriver. This sight serves as a poetic reminder that spring has arrived."
0118,Moon,"Spellbound by the length of its horn and the beauty of its fins, many strange Trainers raise Goldeen and nothing but Goldeen."
0118,Ultra Sun,"Although known for their splendid tail fins, Goldeen apparently compete among themselves to see whose horn is thickest and sharpest."
0118,Ultra Moon,The way it swims along fluttering its dress-like fins has earned it the name “princess of the water.”
0118,Let's Go Pikachu / Let's Go Eevee,"When it is time for them to lay eggs, they can be seen swimming up rivers and falls in large groups."
0118,Sword,"Its dorsal, pectoral, and tail fins wave elegantly in water. That is why it is known as the Water Dancer."
0118,Shield,Its dorsal and pectoral fins are strongly developed like muscles. It can swim at a speed of five knots.
0118,Brilliant Diamond,It swims elegantly by flittering its tail fin as if it were a dress. It has the look of a queen.
0118,Shining Pearl,"It swims at a steady five knots. If it senses danger, it will strike back with its sharp horn."
0119,Red / Blue,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks."
0119,Yellow,It is the male’s job to make a nest by carving out boulders in a stream using the horn on its head.
0119,Gold,"During spawning season, SEAKING gather from all over, coloring the rivers a brilliant red."
0119,Silver,"Using its horn, it bores holes in riverbed boulders, making nests to prevent its eggs from washing away."
0119,Crystal,"When autumn comes, the males patrol the area around their nests in order to protect their offspring."
0119,Ruby,"In the autumn, SEAKING males can be seen performing courtship dances in riverbeds to woo females. During this season, this POKéMON’s body coloration is at its most beautiful."
0119,Sapphire,SEAKING is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these POKéMON goes on for over a month.
0119,FireRed,The horn on its head is sharp like a drill. It bores a hole in a boulder to make its nest.
0119,LeafGreen,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks."
0119,Emerald,It punches holes in boulders on streambeds. This is a clever innovation that prevents its eggs from being attacked or washed away by the current.
0119,Diamond,It makes its nest by hollowing out boulders in streams with its horn. It defends its eggs with its life.
0119,Pearl,"To protect its family, it will fight with its drill-sharp horn. It lives in hollowed rocks in streams."
0119,Platinum,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors."
0119,HeartGold,"During spawning season, SEAKING gather from all over, causing rivers to appear a brilliant red."
0119,SoulSilver,"Using its horn, it bores holes in riverbed boulders, making nests to prevent its eggs from washing away."
0119,Black / White / Black 2 / White 2,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors."
0119,X,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks."
0119,Y,It makes its nest by hollowing out boulders in streams with its horn. It defends its eggs with its life.
0119,Omega Ruby,"In the autumn, Seaking males can be seen performing courtship dances in riverbeds to woo females. During this season, this Pokémon’s body coloration is at its most beautiful."
0119,Alpha Sapphire,Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.
0119,Sun,"When the weather grows cold, its whole body flushes a deep red. This sight serves as a poetic reminder that autumn has arrived."
0119,Moon,Trainers who are crazy for Seaking are divided into horn enthusiasts and fin enthusiasts. The two groups do not get along well.
0119,Ultra Sun,Its horn spins like a drill to steadily hollow out rocks—even harder ones. The coloration of the male is more vivid.
0119,Ultra Moon,"To attract females, males dance on the river’s floor. The females gather around the male that dances most gracefully."
0119,Let's Go Pikachu / Let's Go Eevee,It is the male’s job to make a nest by carving out boulders in a stream using the horn on its head.
0119,Sword,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors."
0119,Shield,"Using its horn, it bores holes in riverbed boulders, making nests to prevent its eggs from washing away."
0119,Brilliant Diamond,It makes its nest by hollowing out boulders in streams with its horn. The Pokémon defends its eggs with its life.
0119,Shining Pearl,"To protect its family, it will fight with its drill-sharp horn. It lives in hollowed rocks in streams."
0120,Red / Blue,An enigmatic POKéMON that can effortlessly regenerate any appendage it loses in battle.
0120,Yellow,"As long as the center section is unharmed, it can grow back fully even if it is chopped to bits."
0120,Gold,"At night, the center of its body slowly flickers with the same rhythm as a human heartbeat."
0120,Silver,"Even if its body is torn, it can regenerate as long as the glowing central core remains intact."
0120,Crystal,"When the stars twinkle at night, it floats up from the sea floor, and its body’s center core flickers."
0120,Ruby,"STARYU’s center section has an organ called the core that shines bright red. If you go to a beach toward the end of summer, the glowing cores of these POKéMON look like the stars in the sky."
0120,Sapphire,"STARYU apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this POKéMON simply regenerates the missing pieces and limbs."
0120,FireRed,"It appears in large numbers by seashores. At night, its central core flashes with a red light."
0120,LeafGreen,An enigmatic POKéMON that can effortlessly regenerate any appendage it loses in battle.
0120,Emerald,It gathers with others in the night and makes its red core glow on and off with the twinkling stars. It can regenerate limbs if they are severed from its body.
0120,Diamond / Pearl / Platinum,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight."
0120,HeartGold,"At night, the middle of its body slowly flickers with the same rhythm as a human heartbeat."
0120,SoulSilver,"Even if its body is torn, it can regenerate as long as the glowing central core remains intact."
0120,Black / White,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight."
0120,Black 2 / White 2,"As long as its red core remains, it can regenerate its body instantly, even if it’s torn apart."
0120,X,"Even if its body is torn, it can regenerate as long as the glowing central core remains intact."
0120,Y,"It appears in large numbers by seashores. At night, its central core flashes with a red light."
0120,Omega Ruby,"Staryu’s center section has an organ called the core that shines bright red. If you go to a beach toward the end of summer, the glowing cores of these Pokémon look like the stars in the sky."
0120,Alpha Sapphire,"Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs."
0120,Sun,"Large numbers of these Pokémon make their home at the seaside. At night, a strange red glow radiates from the center of their bodies."
0120,Moon,"This Pokémon gets nibbled on by Lumineon and others. Thanks to its red core, it regenerates fast, so it’s unconcerned by their snack attacks."
0120,Ultra Sun,"In many places, there are folktales of stardust falling into the ocean and becoming Staryu."
0120,Ultra Moon,No number of injuries can bother Staryu. Its amazing regenerative powers return it to its previous state in half a day!
0120,Let's Go Pikachu / Let's Go Eevee,"As long as the center section is unharmed, this Pokémon can grow back fully even if it is chopped to bits."
0120,Sword,"If you visit a beach at the end of summer, you’ll be able to see groups of Staryu lighting up in a steady rhythm."
0120,Shield,"Fish Pokémon nibble at it, but Staryu isn’t bothered. Its body regenerates quickly, even if part of it is completely torn off."
0120,Brilliant Diamond / Shining Pearl,"If Staryu’s body is damaged, it will regenerate as long as the red core remains. The core flashes at midnight."
0121,Red / Blue,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.
0121,Yellow,The center section is named the core. People think it is communicating when it glows in 7 colors.
0121,Gold,The center section of its body is called the core. It glows in a different color each time it is seen.
0121,Silver,"Regardless of the environment it lives in, its body grows to form a symmetrical geometric shape."
0121,Crystal,It is said that it uses the seven-colored core of its body to send electric waves into outer space.
0121,Ruby,"STARMIE’s center section - the core - glows brightly in seven colors. Because of its luminous nature, this POKéMON has been given the nickname “the gem of the sea.”"
0121,Sapphire,STARMIE swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this POKéMON’s body glows in seven colors.
0121,FireRed,"This POKéMON has a geometric body. Because of its body, the locals suspect that it is an alien creature."
0121,LeafGreen,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.
0121,Emerald,People in ancient times imagined that STARMIE were transformed from the reflections of stars that twinkled on gentle waves at night.
0121,Diamond / Pearl / Platinum,"At the center of its body is a red core, which sends mysterious radio signals into the night sky."
0121,HeartGold,The middle section of its body is called the core. It glows in a different color each time it is seen.
0121,SoulSilver,"Regardless of the environment it lives in, its body grows to form a symmetrical geometric shape."
0121,Black / White,"At the center of its body is a red core, which sends mysterious radio signals into the night sky."
0121,Black 2 / White 2,Its core shines in many colors and sends radio signals into space to communicate with something.
0121,X,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.
0121,Y,"At the center of its body is a red core, which sends mysterious radio signals into the night sky."
0121,Omega Ruby,"Starmie’s center section—the core—glows brightly in seven colors. Because of its luminous nature, this Pokémon has been given the nickname “the gem of the sea.”"
0121,Alpha Sapphire,Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.
0121,Sun,Its shining core is thought to receive and transmit enigmatic signals. It has been known to cause headaches in those who approach it.
0121,Moon,"Its unusual body shape, reminiscent of abstract art, led local people to spread rumors that this Pokémon may be an invader from outer space."
0121,Ultra Sun,Its sparkling core is called “the gem of the sea.” This core can be made into high-priced accessories that are traded in secret.
0121,Ultra Moon,It rotates its geometrically shaped body to swim through the water. It always seems to be sending out mysterious radio waves.
0121,Let's Go Pikachu / Let's Go Eevee,The center section is named the core. People think it is communicating when it glows in seven colors.
0121,Sword,This Pokémon has an organ known as its core. The organ glows in seven colors when Starmie is unleashing its potent psychic powers.
0121,Shield,"Starmie swims by spinning its body at high speed. As this Pokémon cruises through the ocean, it absorbs tiny plankton."
0121,Brilliant Diamond / Shining Pearl,At the center of its body is a red core that sends mysterious radio signals into the night sky.
0122,Red / Blue,"If interrupted while it is miming, it will slap around the offender with its broad hands."
0122,Yellow,Always practices its pantomime act. It makes enemies believe something exists that really doesn’t.
0122,Gold,"A skilled mime from birth, it gains the ability to create invisible objects as it matures."
0122,Silver,Its fingertips emit a peculiar force field that hardens air to create an actual wall.
0122,Crystal,It uses the mysterious power it has in its fingers to solidify air into an invisible wall.
0122,Ruby / Sapphire,"MR. MIME is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once it is believed, it will exist as if it were a real thing."
0122,FireRed,It is adept at conning people. It is said to be able to create walls out of thin air by miming.
0122,LeafGreen,"If interrupted while it is miming, it will suddenly DOUBLESLAP the offender with its broad hands."
0122,Emerald,"A MR. MIME is a master of pantomime. It can convince others that something unseeable actually exists. Once believed, the imaginary object does become real."
0122,Diamond,It is a pantomime expert that can create invisible but solid walls using miming gestures.
0122,Pearl,Emanations from its fingertips solidify the air into invisible walls that repel even harsh attacks.
0122,Platinum,It shapes an invisible wall in midair by minutely vibrating its fingertips to stop molecules in the air.
0122,HeartGold,"A skilled mime from birth, it gains the ability to create invisible objects as it matures."
0122,SoulSilver,Its fingertips emit a peculiar force field that hardens air to create an actual wall.
0122,Black / White / Black 2 / White 2,It shapes an invisible wall in midair by minutely vibrating its fingertips to stop molecules in the air.
0122,X,Emanations from its fingertips solidify the air into invisible walls that repel even harsh attacks.
0122,Y,It is adept at conning people. It is said to be able to create walls out of thin air by miming.
0122,Omega Ruby / Alpha Sapphire,"Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real."
0122,Ultra Sun,"Its pantomime skills are wonderful. You may become enraptured while watching it, but next thing you know, Mr. Mime has made a real wall."
0122,Ultra Moon,"It creates invisible walls with its pantomiming. If you don’t act impressed, it will attack you with a double slap!"
0122,Let's Go Pikachu / Let's Go Eevee,Always practices its pantomime act. It makes enemies believe something exists that really doesn’t.
0122,Sword,The broadness of its hands may be no coincidence—many scientists believe its palms became enlarged specifically for pantomiming.
0122,Shield,It’s known for its top-notch pantomime skills. It protects itself from all sorts of attacks by emitting auras from its fingers to create walls.
0122,Brilliant Diamond,It is a pantomime expert that can create invisible but solid walls using miming gestures.
0122,Shining Pearl,Emanations from its fingertips solidify the air into invisible walls that repel even harsh attacks.
0122,Legends: Arceus,The behavior of this clown-like Pokémon reminds one of pantomime. It creates invisible walls using a force emitted from its fingertips.
0123,Red / Blue,"With ninja-like agility and speed, it can create the illusion that there is more than one."
0123,Yellow,Leaps out of tall grass and slices prey with its scythes. The movement looks like that of a ninja.
0123,Gold,"It slashes through grass with its sharp scythes, moving too fast for the human eye to track."
0123,Silver,"When it moves, it leaves only a blur. If it hides in grass, its protective colors make it invisible."
0123,Crystal,It’s very proud of its speed. It moves so fast that its opponent does not even know what knocked it down.
0123,Ruby / Sapphire,"SCYTHER is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This POKéMON’s scythes are so effective, they can slice through thick logs in one wicked stroke."
0123,FireRed,It tears and shreds prey with its wickedly sharp scythes. It very rarely spreads its wings to fly.
0123,LeafGreen,"With ninja-like agility and speed, it can create the illusion that there is more than one of itself."
0123,Emerald,Its blindingly fast speed adds to the sharpness of its twin forearm scythes. The scythes can slice through thick logs in one wicked stroke.
0123,Diamond / Pearl,It is nearly impossible to parry its attacking scythes. Its movements are like a ninja’s.
0123,Platinum,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.
0123,HeartGold,"It slashes through grass with its sharp scythes, moving too fast for the human eye to track."
0123,SoulSilver,"When it moves, it leaves only a blur. If it hides in grass, its protective coloration makes it invisible."
0123,Black / White / Black 2 / White 2,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.
0123,X,It tears and shreds prey with its wickedly sharp scythes. It very rarely spreads its wings to fly.
0123,Y,"It slashes through grass with its sharp scythes, moving too fast for the human eye to track."
0123,Omega Ruby / Alpha Sapphire,"Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke."
0123,Sun,"It confuses its prey with its quick, ninja-like movements. Then, in an instant, it cleaves them with its scythes."
0123,Moon,"While young, they live together deep in the mountains, training themselves in how to fight with their scythes and move at high speeds."
0123,Ultra Sun,Its two sharp scythes are more than just weapons. It uses them with dexterity to dress its prey before eating.
0123,Ultra Moon,Some call it a ninja. Its movements— imperceptibly quick—are sufficient to cleave the air in two. It’s very popular in Alola.
0123,Let's Go Pikachu / Let's Go Eevee,Leaps out of tall grass and slices prey with its scythes. The movement looks like that of a ninja.
0123,Sword,"As Scyther fights more and more battles, its scythes become sharper and sharper. With a single slice, Scyther can fell a massive tree."
0123,Shield,"If you come across an area in a forest where a lot of the trees have been cut down, what you’ve found is a Scyther’s territory."
0123,Brilliant Diamond / Shining Pearl,It is nearly impossible to parry its attacking scythes. Its movements are like a ninja’s.
0123,Legends: Arceus,"The large, wickedly sharp scythes on its forearms are truly fearsome weapons. Prey’s attempts to flee are unfailingly thwarted by this Pokémon’s nimble motions."
0123,Scarlet,"It slashes through grass with its sharp scythes, moving too fast for the human eye to track."
0123,Violet,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.
0124,Red / Blue,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.
0124,Yellow,"Appears to move to a rhythm of its own, as if it were dancing. It wiggles its hips as it walks."
0124,Gold,It rocks its body rhythmically. It appears to alter the rhythm depending on how it is feeling.
0124,Silver,"It speaks a language similar to that of humans. However, it seems to use dancing to communicate."
0124,Crystal,"It has several different cry patterns, each of which seems to have its own meaning."
0124,Ruby / Sapphire,"JYNX walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing."
0124,FireRed,It speaks using a language that sounds human. Research is under way to determine what is being said.
0124,LeafGreen,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.
0124,Emerald,"A JYNX sashays rhythmically as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without noticing."
0124,Diamond / Pearl / Platinum,"Its cries sound like human speech. However, it is impossible to tell what it is trying to say."
0124,HeartGold,It rocks its body rhythmically. It appears to alter the rhythm depending on how it is feeling.
0124,SoulSilver,"It speaks a language similar to that of humans. However, it seems to use dancing to communicate."
0124,Black / White / Black 2 / White 2,"Its cries sound like human speech. However, it is impossible to tell what it is trying to say."
0124,X,It wiggles its hips as it walks. It can cause people to dance in unison with it.
0124,Y,It speaks using a language that sounds human. Research is under way to determine what is being said.
0124,Omega Ruby / Alpha Sapphire,"Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing."
0124,Ultra Sun,It sways its hips to a rhythm all its own. The precise movements of Jynx living in Alola are truly wonderful.
0124,Ultra Moon,Its strange cries sound like human language. There are some musicians who compose songs for Jynx to sing.
0124,Let's Go Pikachu / Let's Go Eevee,"Appears to move to a rhythm of its own, as if it were dancing. It wiggles its hips as it walks."
0124,Sword,"In certain parts of Galar, Jynx was once feared and worshiped as the Queen of Ice."
0124,Shield,The Jynx of Galar often have beautiful and delicate voices. Some of these Pokémon have even gathered a fan base.
0124,Brilliant Diamond / Shining Pearl,"Its cries sound like human speech. However, it is impossible to tell what it is trying to say."
0125,Red / Blue,"Normally found near power plants, they can wander away and cause major blackouts in cities."
0125,Yellow,"If a major power outage occurs, it is certain that this POKéMON has eaten electricity at a power plant."
0125,Gold,"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish-blue."
0125,Silver,Its body constantly discharges electricity. Getting close to it will make your hair stand on end.
0125,Crystal,"When two ELECTABUZZ touch, they control the electric currents to communicate their feelings."
0125,Ruby / Sapphire,"When a storm arrives, gangs of this POKéMON compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use ELECTABUZZ in place of lightning rods."
0125,FireRed,It loves to feed on strong electricity. It occasionally appears around large power plants and so on.
0125,LeafGreen,"Normally found near power plants, they can wander away and cause major blackouts in cities."
0125,Emerald,"When a storm approaches, it competes with others to scale heights that are likely to be stricken by lightning. Some towns use ELECTABUZZ in place of lightning rods."
0125,Diamond / Pearl,Half of all blackouts occur when this Pokémon appears at power plants and eats electricity.
0125,Platinum,It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime.
0125,HeartGold,"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish-blue."
0125,SoulSilver,Its body constantly discharges electricity. Getting close to it will make your hair stand on end.
0125,Black / White,It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime.
0125,Black 2 / White 2,Research is progressing on storing lightning in Electabuzz so this energy can be used at any time.
0125,X,"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish blue."
0125,Y,It loves to feed on strong electricity. It occasionally appears around large power plants and so on.
0125,Omega Ruby / Alpha Sapphire,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods."
0125,Sun,Half of all sudden blackouts are caused by Electabuzz gathering at electric power plants and gobbling up electricity.
0125,Moon,Electricity leaks from it in amounts far greater than the amount of electricity it eats.
0125,Ultra Sun,Electricity permeates its body. It swings its arms round and round to charge up electricity before unleashing a punch.
0125,Ultra Moon,"While it’s often blamed for power outages, the truth is the cause of outages is more often an error on the part of the electric company."
0125,Let's Go Pikachu / Let's Go Eevee,"If a major power outage occurs, it is certain that this Pokémon has eaten electricity at a power plant."
0125,Sword,Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity.
0125,Shield,"With the coming of a storm, many of these Pokémon will gather under tall trees and sit there waiting for lightning to strike."
0125,Brilliant Diamond / Shining Pearl,Half of all blackouts occur when this Pokémon appears at power plants and eats electricity.
0125,Legends: Arceus,"Feeds on electrical energy. During sudden showers beneath looming thunderclouds, one can observe Electabuzz scaling tall trees, where the Pokémon will then wait for lightning to strike."
0126,Red / Blue,Its body always burns with an orange glow that enables it to hide perfectly among flames.
0126,Yellow,"Born in an active volcano. Its body is always cloaked in flames, so it looks like a big ball of fire."
0126,Gold,"It dislikes cold places, so it blows scorching flames to make the environment suitable for itself."
0126,Silver,"The fiery surface of its body gives off a wavering, rippling glare that is similar to the sun."
0126,Crystal,It moves more frequently in hot areas. It can heal itself by dipping its wound into lava.
0126,Ruby / Sapphire,"In battle, MAGMAR blows out intensely hot flames from all over its body to intimidate its opponent. This POKéMON’s fiery bursts create heat waves that ignite grass and trees in its surroundings."
0126,FireRed,"Found near the mouth of a volcano. This fire-breather’s body temperature is nearly 2,200 degrees Fahrenheit."
0126,LeafGreen,Its body always burns with an orange glow that enables it to hide perfectly amidst flames.
0126,Emerald,"In battle, it blows out intense flames from all over its body to intimidate its foe. These fiery bursts create heat waves that ignite grass and trees in the area."
0126,Diamond / Pearl,"Born in the spout of a volcano, its body is covered by flames that shimmer like the sun."
0126,Platinum,"When it breathes deeply, heat waves form around its body, making it hard to see clearly."
0126,HeartGold,"It dislikes cold places, so it blows scorching flames to make the environment suitable for itself."
0126,SoulSilver,"The fiery surface of its body gives off a wavering, rippling glare that is similar to the sun."
0126,Black / White,"When it breathes deeply, heat waves form around its body, making it hard to see clearly."
0126,Black 2 / White 2,"The scorching fire exhaled by Magmar forms heat waves around its body, making it hard to see the Pokémon clearly."
0126,X,"Found near the mouth of a volcano. This fire-breather’s body temperature is nearly 2,200 degrees Fahrenheit."
0126,Y,"Born in the spout of a volcano, its body is covered by flames that shimmer like the sun."
0126,Omega Ruby / Alpha Sapphire,"In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings."
0126,Sun,"When it’s tired, it leaps into the mouth of a volcano and soaks its body in magma to ease its weariness. Its body burns at 2,192 degrees F."
0126,Moon,"When angered, it spouts brilliant fire from all over its body. It doesn’t calm down until its opponent has burned to ash."
0126,Ultra Sun,"Its entire body is burning. When it breathes, the temperature rises. When it sneezes, flames shoot out!"
0126,Ultra Moon,"The hotter the place, the better they feel. Magmar in Alola are said to be hardier than those in other areas."
0126,Let's Go Pikachu / Let's Go Eevee,"Born in an active volcano. Its body is always cloaked in flames, so it looks like a big ball of fire."
0126,Sword,Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp.
0126,Shield,These Pokémon’s bodies are constantly burning. Magmar are feared as one of the causes behind fires.
0126,Brilliant Diamond / Shining Pearl,It was born in the crater of a volcano. Its body is covered with flames that shimmer like the sun.
0126,Legends: Arceus,"Legend has it that this Pokémon was born from the crater of a volcano. When wounded, it bathes in lava to heal its body, much as one would soak in a hot spring."
0127,Red / Blue,"If it fails to crush the victim in its pincers, it will swing it around and toss it hard."
0127,Yellow,"Grips its prey in its pincers and squeezes hard! It can’t move if it’s cold, so it lives in warm places."
0127,Gold,"With its horns, it digs burrows to sleep in at night. In the morning, damp soil clings to its body."
0127,Silver,"Swings its long antlers wildly to attack. During cold periods, it hides deep in forests."
0127,Crystal,"When the temperature drops at night, it sleeps on treetops or among roots where it is well hidden."
